sample_index,timestamp,green,green_status,red,red_status,infrared,infrared_status
388,1785929342657,-367810,0,5768658,0,7334959,0
389,1785929342666,-369666,0,5768539,0,7334793,0
390,1785929342678,-371167,0,5768596,0,7334804,0
391,1785929342686,-372705,0,5769011,0,7335418,0
392,1785929342696,-373921,0,5769419,0,7336412,0
393,1785929342706,-375214,0,5769673,0,7337058,0
394,1785929342716,-376264,0,5769886,0,7337640,0
395,1785929342727,-377331,0,5770103,0,7338179,0
396,1785929342736,-378490,0,5770110,0,7338859,0
397,1785929342746,-379602,0,5770113,0,7338982,0
398,1785929342757,-380687,0,5769964,0,7338905,0
399,1785929342766,-381572,0,5770031,0,7338707,0
400,1785929342776,-382422,0,5770222,0,7339113,0
401,1785929342786,-383174,0,5770691,0,7339644,0
402,1785929342797,-383639,0,5771368,0,7340690,0
403,1785929342806,-384319,0,5771532,0,7341210,0
404,1785929342817,-385030,0,5771303,0,7341166,0
405,1785929342826,-385913,0,5770789,0,7341006,0
406,1785929342839,-387025,0,5769212,0,7340983,0
407,1785929342846,-388376,0,5766767,0,7340339,0
408,1785929342857,-390115,0,5763449,0,7338978,0
409,1785929342866,-392484,0,5759446,0,7336045,0
410,1785929342877,-395369,0,5755767,0,7332528,0
411,1785929342886,-397984,0,5753325,0,7330299,0
412,1785929342897,-400511,0,5752566,0,7330302,0
413,1785929342906,-403140,0,5753654,0,7332737,0
414,1785929342917,-405081,0,5756572,0,7339087,0
415,1785929342926,-406865,0,5757557,0,7342812,0
416,1785929342936,-409102,0,5756362,0,7343033,0
417,1785929342946,-411086,0,5756271,0,7342649,0
418,1785929342957,-412231,0,5759297,0,7345988,0
419,1785929342967,-412784,0,5764516,0,7352570,0
420,1785929342977,-412823,0,5770878,0,7360941,0
421,1785929342986,-412672,0,5776673,0,7369192,0
422,1785929342999,-412272,0,5780187,0,7374946,0
423,1785929343006,-412456,0,5780933,0,7377052,0
424,1785929343017,-413007,0,5780128,0,7376759,0
425,1785929343026,-413725,0,5779712,0,7376632,0
426,1785929343037,-414151,0,5779640,0,7376854,0
427,1785929343046,-414334,0,5780017,0,7377293,0
428,1785929343057,-414549,0,5780707,0,7378121,0
429,1785929343066,-414254,0,5781770,0,7379490,0
430,1785929343080,-413874,0,5782607,0,7380738,0
431,1785929343086,-414087,0,5782560,0,7381284,0
432,1785929343097,-414524,0,5780815,0,7380179,0
433,1785929343106,-416260,0,5778283,0,7377134,0
434,1785929343117,-419397,0,5776427,0,7374367,0
435,1785929343126,-423717,0,5776222,0,7373265,0
436,1785929343137,-428878,0,5777265,0,7373514,0
437,1785929343147,-434294,0,5778722,0,7374755,0
438,1785929343160,-440726,0,5779725,0,7375373,0
439,1785929343167,-447386,0,5780339,0,7375166,0
440,1785929343177,-454082,0,5780936,0,7375222,0
441,1785929343187,-461016,0,5780523,0,7374600,0
442,1785929343197,-467751,0,5779255,0,7372239,0
443,1785929343207,-473999,0,5777500,0,7370261,0
